keyphrase,document_id,has_embedding
api service outstanding,68a8c9fe8b8398d82b9fe5e8,True
api service outstanding,68a8c9fe8b8398d82b9fe5ed,True
api service outstanding,68a8c9fe8b8398d82b9fe5f7,True
api service outstanding,68a8c9fe8b8398d82b9fe618,True
api service outstanding,68a8c9fe8b8398d82b9fe6f0,True
api service outstanding,68a8ca018b8398d82b9fe99f,True
api service outstanding,68a8ca028b8398d82b9feaea,True
account access problem,68a8c9fb8b8398d82b9fe338,True
account access problem,68a8c9fb8b8398d82b9fe3ea,True
account access problem,68a8c9fb8b8398d82b9fe3eb,True
account access problem,68a8c9fc8b8398d82b9fe412,True
account access problem,68a8c9fc8b8398d82b9fe466,True
account access problem,68a8c9fc8b8398d82b9fe491,True
account access problem,68a8c9fd8b8398d82b9fe4e3,True
account access problem,68a8c9fd8b8398d82b9fe4fd,True
account access problem,68a8c9fd8b8398d82b9fe51c,True
account access problem,68a8c9fd8b8398d82b9fe571,True
account access problem,68a8c9fd8b8398d82b9fe5ab,True
account access problem,68a8c9fe8b8398d82b9fe5ea,True
account access problem,68a8c9fe8b8398d82b9fe62b,True
account access problem,68a8c9fe8b8398d82b9fe66a,True
account access problem,68a8c9ff8b8398d82b9fe74f,True
account access problem,68a8c9ff8b8398d82b9fe788,True
account access problem,68a8c9ff8b8398d82b9fe7c8,True
account access problem,68a8ca008b8398d82b9fe83a,True
account access problem,68a8ca008b8398d82b9fe867,True
account access problem,68a8ca008b8398d82b9fe88f,True
account access problem,68a8ca008b8398d82b9fe8e0,True
account access problem,68a8ca008b8398d82b9fe8ef,True
account access problem,68a8ca028b8398d82b9fe9fb,True
account configuration assistance,68a8c9fb8b8398d82b9fe333,True
account configuration assistance,68a8c9fb8b8398d82b9fe361,True
account configuration assistance,68a8c9fb8b8398d82b9fe3d6,True
account configuration assistance,68a8c9fc8b8398d82b9fe41c,True
account configuration assistance,68a8c9fc8b8398d82b9fe422,True
account configuration assistance,68a8c9fc8b8398d82b9fe423,True
account configuration assistance,68a8c9fc8b8398d82b9fe428,True
account configuration assistance,68a8c9fd8b8398d82b9fe582,True
account configuration assistance,68a8c9fe8b8398d82b9fe66f,True
account configuration assistance,68a8ca008b8398d82b9fe7fd,True
account configuration assistance,68a8ca008b8398d82b9fe833,True
account configuration assistance,68a8ca018b8398d82b9fe914,True
account configuration assistance,68a8ca028b8398d82b9fea98,True
account management satisfactory,68a8c9fb8b8398d82b9fe385,True
account management satisfactory,68a8c9fb8b8398d82b9fe3bb,True
account management satisfactory,68a8c9fc8b8398d82b9fe44b,True
account management satisfactory,68a8c9fd8b8398d82b9fe530,True
account management satisfactory,68a8ca008b8398d82b9fe81b,True
account management satisfactory,68a8ca008b8398d82b9fe841,True
account management satisfactory,68a8ca008b8398d82b9fe8f1,True
account management satisfactory,68a8ca028b8398d82b9fea4c,True
account management satisfactory,68a8ca028b8398d82b9fea5b,True
account manager responsive,68a8c9fb8b8398d82b9fe382,True
account manager responsive,68a8c9fc8b8398d82b9fe4a6,True
account manager responsive,68a8c9fd8b8398d82b9fe5a2,True
account manager responsive,68a8c9fe8b8398d82b9fe5f1,True
account manager responsive,68a8c9fe8b8398d82b9fe621,True
account manager responsive,68a8c9fe8b8398d82b9fe691,True
account manager responsive,68a8c9fe8b8398d82b9fe702,True
account manager responsive,68a8ca008b8398d82b9fe8f3,True
account manager responsive,68a8ca028b8398d82b9fea0b,True
account manager responsive,68a8ca028b8398d82b9fea18,True
account manager responsive,68a8ca028b8398d82b9fea85,True
app login problem,68a8c9fb8b8398d82b9fe350,True
app login problem,68a8c9fd8b8398d82b9fe508,True
app login problem,68a8c9fe8b8398d82b9fe607,True
app login problem,68a8c9fe8b8398d82b9fe624,True
app login problem,68a8c9fe8b8398d82b9fe626,True
app login problem,68a8c9ff8b8398d82b9fe78c,True
app login problem,68a8ca008b8398d82b9fe897,True
app login problem,68a8ca008b8398d82b9fe8ad,True
app login problem,68a8ca018b8398d82b9fe951,True
app login problem,68a8ca028b8398d82b9fe9cc,True
app login problem,68a8ca028b8398d82b9feac3,True
application launch fail,68a8c9fd8b8398d82b9fe58a,True
application launch fail,68a8c9fe8b8398d82b9fe5f6,True
application launch fail,68a8c9fe8b8398d82b9fe625,True
application launch fail,68a8ca008b8398d82b9fe7fe,True
application launch fail,68a8ca008b8398d82b9fe83c,True
application launch fail,68a8ca008b8398d82b9fe89a,True
application launch fail,68a8ca008b8398d82b9fe8dd,True
application launch fail,68a8ca028b8398d82b9feae5,True
authentication error report,68a8c9fb8b8398d82b9fe367,True
authentication error report,68a8c9fb8b8398d82b9fe392,True
authentication error report,68a8c9fb8b8398d82b9fe39e,True
authentication error report,68a8c9fc8b8398d82b9fe476,True
authentication error report,68a8c9fe8b8398d82b9fe64c,True
authentication error report,68a8c9fe8b8398d82b9fe650,True
authentication error report,68a8ca008b8398d82b9fe8f2,True
authentication error report,68a8ca028b8398d82b9fea44,True
authentication error report,68a8ca028b8398d82b9fea76,True
authorization matrix update,68a8c9fb8b8398d82b9fe378,True
authorization matrix update,68a8c9fc8b8398d82b9fe3fd,True
authorization matrix update,68a8c9fc8b8398d82b9fe443,True
authorization matrix update,68a8c9fe8b8398d82b9fe628,True
authorization matrix update,68a8c9fe8b8398d82b9fe652,True
authorization matrix update,68a8c9fe8b8398d82b9fe656,True
authorization matrix update,68a8c9fe8b8398d82b9fe69f,True
authorization matrix update,68a8c9fe8b8398d82b9fe709,True
authorization matrix update,68a8c9ff8b8398d82b9fe790,True
authorization matrix update,68a8c9ff8b8398d82b9fe7c6,True
authorization matrix update,68a8ca008b8398d82b9fe821,True
authorization matrix update,68a8ca028b8398d82b9fe9da,True
authorization matrix update,68a8ca028b8398d82b9fea01,True
balance update delay,68a8c9fb8b8398d82b9fe334,True
balance update delay,68a8c9fc8b8398d82b9fe433,True
balance update delay,68a8c9fd8b8398d82b9fe50f,True
balance update delay,68a8c9fe8b8398d82b9fe605,True
balance update delay,68a8c9fe8b8398d82b9fe64e,True
balance update delay,68a8c9ff8b8398d82b9fe7a8,True
balance update delay,68a8ca008b8398d82b9fe8e2,True
balance update delay,68a8ca028b8398d82b9fea12,True
balance update delay,68a8ca028b8398d82b9feab4,True
balance update delay,68a8ca028b8398d82b9feacc,True
balance update delay,68a8ca028b8398d82b9feae8,True
bank guarantee issue,68a8c9fc8b8398d82b9fe46d,True
bank guarantee issue,68a8c9fc8b8398d82b9fe499,True
bank guarantee issue,68a8c9fd8b8398d82b9fe506,True
bank guarantee issue,68a8c9fd8b8398d82b9fe58b,True
bank guarantee issue,68a8c9fe8b8398d82b9fe62f,True
bank guarantee issue,68a8c9ff8b8398d82b9fe7ae,True
bank guarantee issue,68a8c9ff8b8398d82b9fe7b8,True
bank guarantee issue,68a8ca008b8398d82b9fe8bd,True
bank guarantee issue,68a8ca018b8398d82b9fe933,True
bank guarantee issue,68a8ca028b8398d82b9fea62,True
well competitor,68a8c9fc8b8398d82b9fe49b,True
well competitor,68a8c9fe8b8398d82b9fe631,True
well competitor,68a8c9fe8b8398d82b9fe6ee,True
well competitor,68a8c9ff8b8398d82b9fe715,True
well competitor,68a8ca008b8398d82b9fe813,True
well competitor,68a8ca008b8398d82b9fe864,True
well competitor,68a8ca008b8398d82b9fe872,True
well competitor,68a8ca008b8398d82b9fe8a8,True
well competitor,68a8ca018b8398d82b9fe958,True
well competitor,68a8ca018b8398d82b9fe969,True
well competitor,68a8ca028b8398d82b9fea05,True
billing error report,68a8c9fd8b8398d82b9fe4c8,True
billing error report,68a8c9fe8b8398d82b9fe61e,True
billing error report,68a8c9ff8b8398d82b9fe72f,True
billing error report,68a8ca008b8398d82b9fe7ff,True
billing error report,68a8ca008b8398d82b9fe8a6,True
billing error report,68a8ca018b8398d82b9fe9a4,True
billing error report,68a8ca028b8398d82b9fea77,True
billing error report,68a8ca028b8398d82b9feaab,True
billing error report,68a8ca028b8398d82b9feae7,True
brand reputation restore,68a8c9fd8b8398d82b9fe4ee,True
brand reputation restore,68a8c9fd8b8398d82b9fe504,True
brand reputation restore,68a8c9fd8b8398d82b9fe509,True
brand reputation restore,68a8c9fd8b8398d82b9fe59c,True
brand reputation restore,68a8c9fd8b8398d82b9fe59e,True
brand reputation restore,68a8c9ff8b8398d82b9fe725,True
brand reputation restore,68a8c9ff8b8398d82b9fe75d,True
brand reputation restore,68a8ca008b8398d82b9fe87b,True
brand reputation restore,68a8ca008b8398d82b9fe882,True
brand reputation restore,68a8ca018b8398d82b9fe95c,True
brand reputation restore,68a8ca018b8398d82b9fe9c1,True
brand reputation restore,68a8ca028b8398d82b9feaf4,True
bulk payment efficiency,68a8c9fb8b8398d82b9fe345,True
bulk payment efficiency,68a8c9fc8b8398d82b9fe484,True
bulk payment efficiency,68a8c9fe8b8398d82b9fe6fd,True
bulk payment efficiency,68a8c9ff8b8398d82b9fe720,True
bulk payment efficiency,68a8ca008b8398d82b9fe80f,True
bulk payment efficiency,68a8ca008b8398d82b9fe83f,True
bulk payment efficiency,68a8ca018b8398d82b9fe903,True
bulk payment efficiency,68a8ca028b8398d82b9fea17,True
bulk payment efficiency,68a8ca028b8398d82b9fea32,True
center complaint,68a8c9fb8b8398d82b9fe383,True
center complaint,68a8c9fb8b8398d82b9fe3c1,True
center complaint,68a8c9fc8b8398d82b9fe47c,True
center complaint,68a8c9fc8b8398d82b9fe486,True
center complaint,68a8c9fc8b8398d82b9fe4a8,True
center complaint,68a8c9fd8b8398d82b9fe4cd,True
center complaint,68a8c9fd8b8398d82b9fe52a,True
center complaint,68a8c9fd8b8398d82b9fe548,True
center complaint,68a8c9fd8b8398d82b9fe558,True
center complaint,68a8c9fe8b8398d82b9fe5e3,True
center complaint,68a8c9fe8b8398d82b9fe64d,True
center complaint,68a8c9ff8b8398d82b9fe722,True
center complaint,68a8c9ff8b8398d82b9fe73f,True
center complaint,68a8c9ff8b8398d82b9fe750,True
center complaint,68a8c9ff8b8398d82b9fe76a,True
center complaint,68a8c9ff8b8398d82b9fe76d,True
center complaint,68a8c9ff8b8398d82b9fe793,True
center complaint,68a8ca008b8398d82b9fe817,True
center complaint,68a8ca008b8398d82b9fe878,True
center complaint,68a8ca018b8398d82b9fe90a,True
center complaint,68a8ca018b8398d82b9fe952,True
center complaint,68a8ca018b8398d82b9fe97a,True
center complaint,68a8ca028b8398d82b9fea15,True
center complaint,68a8ca028b8398d82b9fea80,True
center overwhelmed,68a8c9fb8b8398d82b9fe330,True
center overwhelmed,68a8c9fc8b8398d82b9fe458,True
center overwhelmed,68a8c9fc8b8398d82b9fe49c,True
center overwhelmed,68a8c9fd8b8398d82b9fe56f,True
center overwhelmed,68a8c9fd8b8398d82b9fe59d,True
center overwhelmed,68a8c9ff8b8398d82b9fe797,True
center overwhelmed,68a8ca008b8398d82b9fe8b3,True
center overwhelmed,68a8ca018b8398d82b9fe9b7,True
disconnection issue,68a8c9fb8b8398d82b9fe354,True
disconnection issue,68a8c9fb8b8398d82b9fe374,True
disconnection issue,68a8c9fb8b8398d82b9fe38d,True
disconnection issue,68a8c9fc8b8398d82b9fe4ac,True
disconnection issue,68a8c9fd8b8398d82b9fe4f9,True
disconnection issue,68a8c9fe8b8398d82b9fe615,True
disconnection issue,68a8c9ff8b8398d82b9fe7c0,True
disconnection issue,68a8ca008b8398d82b9fe7fb,True
disconnection issue,68a8ca008b8398d82b9fe85a,True
disconnection issue,68a8ca018b8398d82b9fe97f,True
support adequate,68a8c9fb8b8398d82b9fe398,True
support adequate,68a8c9fc8b8398d82b9fe48b,True
support adequate,68a8c9fd8b8398d82b9fe4ea,True
support adequate,68a8c9fd8b8398d82b9fe550,True
support adequate,68a8c9fe8b8398d82b9fe6b8,True
support adequate,68a8c9fe8b8398d82b9fe6e9,True
support adequate,68a8c9ff8b8398d82b9fe7a6,True
support adequate,68a8ca008b8398d82b9fe843,True
support adequate,68a8ca008b8398d82b9fe873,True
support adequate,68a8ca008b8398d82b9fe8ca,True
support adequate,68a8ca018b8398d82b9fe91d,True
support adequate,68a8ca018b8398d82b9fe9c8,True
support adequate,68a8ca028b8398d82b9fea8f,True
support adequate,68a8ca028b8398d82b9feaaf,True
card service excellent,68a8c9fc8b8398d82b9fe410,True
card service excellent,68a8c9fc8b8398d82b9fe450,True
card service excellent,68a8c9fe8b8398d82b9fe6f1,True
card service excellent,68a8ca008b8398d82b9fe888,True
card service excellent,68a8ca018b8398d82b9fe9bb,True
card service excellent,68a8ca028b8398d82b9fe9d0,True
card service excellent,68a8ca028b8398d82b9fea3a,True
card service excellent,68a8ca028b8398d82b9fea6b,True
cash management superior,68a8c9fd8b8398d82b9fe4f4,True
cash management superior,68a8c9fe8b8398d82b9fe60d,True
cash management superior,68a8c9fe8b8398d82b9fe611,True
cash management superior,68a8c9fe8b8398d82b9fe616,True
cash management superior,68a8c9fe8b8398d82b9fe69d,True
cash management superior,68a8c9ff8b8398d82b9fe7c5,True
cash management superior,68a8c9ff8b8398d82b9fe7c9,True
cash management superior,68a8ca008b8398d82b9fe870,True
cash management superior,68a8ca008b8398d82b9fe8cb,True
cash management superior,68a8ca018b8398d82b9fe9bc,True
cash management superior,68a8ca028b8398d82b9fea61,True
comparative banking feedback,68a8c9fc8b8398d82b9fe465,True
comparative banking feedback,68a8c9fc8b8398d82b9fe492,True
comparative banking feedback,68a8c9fd8b8398d82b9fe4dc,True
comparative banking feedback,68a8c9fe8b8398d82b9fe61c,True
comparative banking feedback,68a8c9fe8b8398d82b9fe680,True
comparative banking feedback,68a8c9fe8b8398d82b9fe6a0,True
comparative banking feedback,68a8c9ff8b8398d82b9fe745,True
comparative banking feedback,68a8c9ff8b8398d82b9fe766,True
comparative banking feedback,68a8c9ff8b8398d82b9fe773,True
comparative banking feedback,68a8ca008b8398d82b9fe8a4,True
comparative banking feedback,68a8ca008b8398d82b9fe8fa,True
comparative banking feedback,68a8ca028b8398d82b9fea42,True
compensation appreciate generally,68a8c9fd8b8398d82b9fe50e,True
compensation appreciate generally,68a8c9fd8b8398d82b9fe562,True
compensation appreciate generally,68a8c9fe8b8398d82b9fe5e5,True
compensation appreciate generally,68a8ca008b8398d82b9fe7f6,True
compensation appreciate generally,68a8ca008b8398d82b9fe8da,True
compensation appreciate generally,68a8ca018b8398d82b9fe968,True
compensation appreciate generally,68a8ca018b8398d82b9fe9a7,True
compensation appreciate generally,68a8ca028b8398d82b9fe9e1,True
compensation appreciate generally,68a8ca028b8398d82b9fe9f7,True
compensation appreciate generally,68a8ca028b8398d82b9fea60,True
compensation provide fairly,68a8c9fc8b8398d82b9fe40a,True
compensation provide fairly,68a8c9fc8b8398d82b9fe40f,True
compensation provide fairly,68a8c9fc8b8398d82b9fe494,True
compensation provide fairly,68a8c9fc8b8398d82b9fe4b3,True
compensation provide fairly,68a8c9fd8b8398d82b9fe553,True
compensation provide fairly,68a8c9fe8b8398d82b9fe68c,True
compensation provide fairly,68a8c9ff8b8398d82b9fe73a,True
compensation provide fairly,68a8ca008b8398d82b9fe807,True
compensation provide fairly,68a8ca018b8398d82b9fe959,True
compensation provide fairly,68a8ca018b8398d82b9fe9a2,True
compliance check intrusive,68a8c9fb8b8398d82b9fe337,True
compliance check intrusive,68a8c9fb8b8398d82b9fe384,True
compliance check intrusive,68a8c9fc8b8398d82b9fe3f3,True
compliance check intrusive,68a8c9fc8b8398d82b9fe425,True
compliance check intrusive,68a8c9fe8b8398d82b9fe658,True
compliance check intrusive,68a8c9fe8b8398d82b9fe6ec,True
compliance check intrusive,68a8ca008b8398d82b9fe80e,True
compliance check intrusive,68a8ca008b8398d82b9fe889,True
compliance check intrusive,68a8ca018b8398d82b9fe901,True
compliance check intrusive,68a8ca018b8398d82b9fe91b,True
compliance check intrusive,68a8ca018b8398d82b9fe921,True
compliance check intrusive,68a8ca028b8398d82b9fea92,True
core banking,68a8c9fc8b8398d82b9fe46a,True
core banking,68a8c9fd8b8398d82b9fe4d1,True
core banking,68a8c9fd8b8398d82b9fe4d9,True
core banking,68a8c9fe8b8398d82b9fe6d5,True
core banking,68a8c9ff8b8398d82b9fe77f,True
core banking,68a8c9ff8b8398d82b9fe7b3,True
core banking,68a8c9ff8b8398d82b9fe7d0,True
core banking,68a8ca008b8398d82b9fe8d3,True
core banking,68a8ca018b8398d82b9fe915,True
core banking,68a8ca018b8398d82b9fe9c4,True
core banking,68a8ca028b8398d82b9feab0,True
corporate service exceptional,68a8c9fb8b8398d82b9fe3ac,True
corporate service exceptional,68a8c9fc8b8398d82b9fe444,True
corporate service exceptional,68a8c9fc8b8398d82b9fe461,True
corporate service exceptional,68a8c9fd8b8398d82b9fe53e,True
corporate service exceptional,68a8c9fd8b8398d82b9fe58c,True
corporate service exceptional,68a8ca008b8398d82b9fe7f7,True
corporate service exceptional,68a8ca008b8398d82b9fe8d9,True
corporate service exceptional,68a8ca028b8398d82b9fea63,True
corporate setup question,68a8c9fc8b8398d82b9fe41a,True
corporate setup question,68a8c9ff8b8398d82b9fe77e,True
corporate setup question,68a8c9ff8b8398d82b9fe79f,True
corporate setup question,68a8c9ff8b8398d82b9fe7bb,True
corporate setup question,68a8c9ff8b8398d82b9fe7c3,True
corporate setup question,68a8ca018b8398d82b9fe92e,True
corporate setup question,68a8ca028b8398d82b9feab9,True
correspondent bank delay,68a8c9fb8b8398d82b9fe371,True
correspondent bank delay,68a8c9fb8b8398d82b9fe3c6,True
correspondent bank delay,68a8c9fc8b8398d82b9fe478,True
correspondent bank delay,68a8c9fc8b8398d82b9fe483,True
correspondent bank delay,68a8c9fd8b8398d82b9fe4fb,True
correspondent bank delay,68a8c9fd8b8398d82b9fe58f,True
correspondent bank delay,68a8c9fe8b8398d82b9fe6c4,True
correspondent bank delay,68a8c9fe8b8398d82b9fe6d1,True
correspondent bank delay,68a8ca008b8398d82b9fe7f3,True
correspondent bank delay,68a8ca008b8398d82b9fe852,True
correspondent bank delay,68a8ca008b8398d82b9fe8a1,True
correspondent bank delay,68a8ca028b8398d82b9fea8c,True
correspondent bank delay,68a8ca028b8398d82b9fead4,True
cost structure criticism,68a8c9fd8b8398d82b9fe516,True
cost structure criticism,68a8c9fd8b8398d82b9fe5b0,True
cost structure criticism,68a8c9fe8b8398d82b9fe676,True
cost structure criticism,68a8c9ff8b8398d82b9fe779,True
cost structure criticism,68a8ca018b8398d82b9fe939,True
cost structure criticism,68a8ca018b8398d82b9fe94a,True
cost structure criticism,68a8ca028b8398d82b9fe9d5,True
cost structure criticism,68a8ca028b8398d82b9fea4b,True
cross border complication,68a8c9fc8b8398d82b9fe459,True
cross border complication,68a8c9fc8b8398d82b9fe4b0,True
cross border complication,68a8c9fd8b8398d82b9fe4f1,True
cross border complication,68a8c9fd8b8398d82b9fe5b4,True
cross border complication,68a8c9fe8b8398d82b9fe5e9,True
cross border complication,68a8c9fe8b8398d82b9fe6c7,True
cross border complication,68a8c9ff8b8398d82b9fe782,True
cross border complication,68a8ca008b8398d82b9fe7fc,True
cross border complication,68a8ca018b8398d82b9fe98c,True
cross border complication,68a8ca028b8398d82b9fea5c,True
cross border inconsistency,68a8c9fe8b8398d82b9fe636,True
cross border inconsistency,68a8c9fe8b8398d82b9fe63b,True
cross border inconsistency,68a8c9fe8b8398d82b9fe65c,True
cross border inconsistency,68a8c9fe8b8398d82b9fe6b5,True
cross border inconsistency,68a8c9ff8b8398d82b9fe7cb,True
cross border inconsistency,68a8ca008b8398d82b9fe7d6,True
cross border inconsistency,68a8ca008b8398d82b9fe824,True
cross border inconsistency,68a8ca008b8398d82b9fe893,True
cross border inconsistency,68a8ca018b8398d82b9fe970,True
cross border inconsistency,68a8ca028b8398d82b9fe9cd,True
cross border issue,68a8c9fb8b8398d82b9fe32a,True
cross border issue,68a8c9fb8b8398d82b9fe35b,True
cross border issue,68a8c9fb8b8398d82b9fe35f,True
cross border issue,68a8c9fc8b8398d82b9fe498,True
cross border issue,68a8c9fd8b8398d82b9fe520,True
cross border issue,68a8c9fe8b8398d82b9fe5e1,True
cross border issue,68a8c9fe8b8398d82b9fe5fb,True
cross border issue,68a8c9fe8b8398d82b9fe610,True
cross border issue,68a8c9fe8b8398d82b9fe637,True
cross border issue,68a8c9fe8b8398d82b9fe6d8,True
cross border issue,68a8c9fe8b8398d82b9fe6e7,True
cross border issue,68a8c9fe8b8398d82b9fe6f5,True
cross border issue,68a8c9ff8b8398d82b9fe7b7,True
cross border issue,68a8c9ff8b8398d82b9fe7d1,True
cross border issue,68a8ca008b8398d82b9fe896,True
cross border issue,68a8ca008b8398d82b9fe8f6,True
cross border issue,68a8ca018b8398d82b9fe96a,True
cross border issue,68a8ca018b8398d82b9fe9b3,True
cross border issue,68a8ca028b8398d82b9fea19,True
cross border issue,68a8ca028b8398d82b9fea3c,True
cross border issue,68a8ca028b8398d82b9fea64,True
cross border issue,68a8ca028b8398d82b9fea71,True
cross border issue,68a8ca028b8398d82b9feada,True
customer service disappointment,68a8c9fb8b8398d82b9fe33d,True
customer service disappointment,68a8c9fb8b8398d82b9fe36d,True
customer service disappointment,68a8c9fb8b8398d82b9fe39b,True
customer service disappointment,68a8c9fc8b8398d82b9fe426,True
customer service disappointment,68a8c9fd8b8398d82b9fe4f5,True
customer service disappointment,68a8c9fd8b8398d82b9fe544,True
customer service disappointment,68a8c9fd8b8398d82b9fe56a,True
customer service disappointment,68a8c9fd8b8398d82b9fe58e,True
customer service disappointment,68a8c9fd8b8398d82b9fe5d8,True
customer service disappointment,68a8c9fe8b8398d82b9fe6cd,True
customer service disappointment,68a8c9ff8b8398d82b9fe795,True
customer service disappointment,68a8ca008b8398d82b9fe7d8,True
customer service disappointment,68a8ca008b8398d82b9fe82b,True
customer service disappointment,68a8ca008b8398d82b9fe83d,True
customer service disappointment,68a8ca008b8398d82b9fe880,True
customer service disappointment,68a8ca008b8398d82b9fe898,True
customer service disappointment,68a8ca008b8398d82b9fe8a9,True
customer service disappointment,68a8ca008b8398d82b9fe8bc,True
customer service disappointment,68a8ca008b8398d82b9fe8e5,True
customer service disappointment,68a8ca018b8398d82b9fe944,True
customer service disappointment,68a8ca018b8398d82b9fe96f,True
customer service disappointment,68a8ca018b8398d82b9fe97d,True
customer service disappointment,68a8ca018b8398d82b9fe981,True
customer service disappointment,68a8ca028b8398d82b9fe9e5,True
customer service disappointment,68a8ca028b8398d82b9fea7b,True
cybersecurity worry express,68a8c9fc8b8398d82b9fe446,True
cybersecurity worry express,68a8c9fc8b8398d82b9fe46f,True
cybersecurity worry express,68a8c9fe8b8398d82b9fe6ca,True
cybersecurity worry express,68a8c9fe8b8398d82b9fe6cb,True
cybersecurity worry express,68a8c9fe8b8398d82b9fe6d2,True
cybersecurity worry express,68a8c9ff8b8398d82b9fe764,True
cybersecurity worry express,68a8ca008b8398d82b9fe838,True
cybersecurity worry express,68a8ca008b8398d82b9fe8e1,True
cybersecurity worry express,68a8ca018b8398d82b9fe989,True
cybersecurity worry express,68a8ca028b8398d82b9fe9e4,True
data breach concern,68a8c9fb8b8398d82b9fe38b,True
data breach concern,68a8c9fb8b8398d82b9fe3e8,True
data breach concern,68a8c9fb8b8398d82b9fe3e9,True
data breach concern,68a8c9fc8b8398d82b9fe3f9,True
data breach concern,68a8c9fc8b8398d82b9fe43c,True
data breach concern,68a8c9fc8b8398d82b9fe4ae,True
data breach concern,68a8c9fe8b8398d82b9fe6a3,True
data breach concern,68a8c9fe8b8398d82b9fe704,True
data breach concern,68a8ca008b8398d82b9fe7e8,True
data breach concern,68a8ca008b8398d82b9fe81a,True
data breach concern,68a8ca008b8398d82b9fe8b8,True
data breach concern,68a8ca028b8398d82b9fea39,True
data breach concern,68a8ca028b8398d82b9feaa9,True
data breach concern,68a8ca028b8398d82b9feaf1,True
dedicated support appreciate,68a8c9fb8b8398d82b9fe336,True
dedicated support appreciate,68a8c9fb8b8398d82b9fe3c3,True
dedicated support appreciate,68a8c9fd8b8398d82b9fe4de,True
dedicated support appreciate,68a8c9fd8b8398d82b9fe51f,True
dedicated support appreciate,68a8c9fd8b8398d82b9fe527,True
dedicated support appreciate,68a8c9fd8b8398d82b9fe53a,True
dedicated support appreciate,68a8c9fe8b8398d82b9fe659,True
dedicated support appreciate,68a8c9ff8b8398d82b9fe72a,True
dedicated support appreciate,68a8ca018b8398d82b9fe977,True
dedicated support appreciate,68a8ca028b8398d82b9fe9f3,True
dedicated support appreciate,68a8ca028b8398d82b9fea2e,True
dedicated support appreciate,68a8ca028b8398d82b9fea81,True
development suggestion,68a8c9fb8b8398d82b9fe3ab,True
development suggestion,68a8c9fd8b8398d82b9fe4c3,True
development suggestion,68a8c9fd8b8398d82b9fe541,True
development suggestion,68a8c9fe8b8398d82b9fe688,True
development suggestion,68a8c9ff8b8398d82b9fe75a,True
development suggestion,68a8ca008b8398d82b9fe871,True
development suggestion,68a8ca018b8398d82b9fe945,True
development suggestion,68a8ca018b8398d82b9fe980,True
development suggestion,68a8ca018b8398d82b9fe9c2,True
development suggestion,68a8ca028b8398d82b9fe9e3,True
development suggestion,68a8ca028b8398d82b9feaa2,True
digital innovation appreciation,68a8c9fb8b8398d82b9fe36c,True
digital innovation appreciation,68a8c9fc8b8398d82b9fe3ff,True
digital innovation appreciation,68a8c9fc8b8398d82b9fe49f,True
digital innovation appreciation,68a8c9fd8b8398d82b9fe4d0,True
digital innovation appreciation,68a8c9fd8b8398d82b9fe54e,True
digital innovation appreciation,68a8c9fd8b8398d82b9fe575,True
digital innovation appreciation,68a8c9fd8b8398d82b9fe57b,True
digital innovation appreciation,68a8c9fd8b8398d82b9fe5a6,True
digital innovation appreciation,68a8c9fe8b8398d82b9fe5ec,True
