document_id,original_topic,processed_topic
68a89e5eb21812ca3cfb36e7,Currency Exchange Inquiry,currency exchange inquiry
68a89e5eb21812ca3cfb36e8,Account Security Review,account security review
68a89e5eb21812ca3cfb36e9,Transaction Monitoring Call,transaction monitor
68a89e5eb21812ca3cfb36ea,Balance Inquiry Call,balance inquiry
68a89e5eb21812ca3cfb36eb,Treasury Service Consultation,treasury service consultation
68a89e5eb21812ca3cfb36ec,Feature Enhancement Request,feature enhancement request
68a89e5eb21812ca3cfb36ed,Recovery Planning Assistance,recovery planning assistance
68a89e5eb21812ca3cfb36ee,Investment Product Inquiry,investment product inquiry
68a89e5eb21812ca3cfb36ef,Enhanced Due Diligence,enhance diligence
68a89e5eb21812ca3cfb36f0,Internal Control Discussion,internal control discussion
68a89e5eb21812ca3cfb36f1,Payroll Service Discussion,payroll service discussion
68a89e5eb21812ca3cfb36f2,Business Expansion Discussion,business expansion discussion
68a89e5eb21812ca3cfb36f3,Account Migration Notice,account migration notice
68a89e5eb21812ca3cfb36f4,Regulatory Reporting Assistance,regulatory reporting assistance
68a89e5eb21812ca3cfb36f5,Merger Acquisition Support,merger acquisition support
68a89e5eb21812ca3cfb36f6,Cybersecurity Consultation Call,cybersecurity consultation
68a89e5eb21812ca3cfb36f7,Treasury Service Consultation,treasury service consultation
68a89e5eb21812ca3cfb36f8,Internal Control Discussion,internal control discussion
68a89e5eb21812ca3cfb36f9,Seminar Invitation Discussion,seminar invitation discussion
68a89e5eb21812ca3cfb36fa,Business Continuity Planning,business continuity planning
68a89e5eb21812ca3cfb36fb,Credit Facility Inquiry,credit facility inquiry
68a89e5eb21812ca3cfb36fc,Urgent Payment Request,urgent payment request
68a89e5eb21812ca3cfb36fd,Account Suspension Notice,account suspension notice
68a89e5eb21812ca3cfb36fe,Refund Status Request,refund status request
68a89e5eb21812ca3cfb36ff,Payment Problem Discussion,payment problem discussion
68a89e5eb21812ca3cfb3700,Account Recovery Process,account recovery process
68a89e5eb21812ca3cfb3701,Market Information Request,market information request
68a89e5eb21812ca3cfb3702,Client Categorization Review,client categorization review
68a89e5eb21812ca3cfb3703,Business Continuity Planning,business continuity planning
68a89e5eb21812ca3cfb3704,Customer Retention Call,customer retention
68a89e5eb21812ca3cfb3705,Merger Acquisition Support,merger acquisition support
68a89e5eb21812ca3cfb3706,Suitability Assessment Call,suitability assessment
68a89e5eb21812ca3cfb3707,Audit Preparation Call,audit preparation
68a89e5eb21812ca3cfb3708,Operational Risk Assessment,operational risk assessment
68a89e5eb21812ca3cfb3709,Document Upload Assistance,document upload assistance
68a89e5eb21812ca3cfb370a,Fee Structure Inquiry,fee structure inquiry
68a89e5eb21812ca3cfb370b,Regulatory Reporting Assistance,regulatory reporting assistance
68a89e5eb21812ca3cfb370c,Advisory Service Request,advisory service request
68a89e5eb21812ca3cfb370d,Corporate Card Request,corporate card request
68a89e5eb21812ca3cfb370e,Card Activation Call,card activation
68a89e5eb21812ca3cfb370f,Balance Inquiry Call,balance inquiry
68a89e5eb21812ca3cfb3710,Complaint Follow Up,complaint follow
68a89e5eb21812ca3cfb3711,Risk Disclosure Discussion,risk disclosure discussion
68a89e5eb21812ca3cfb3712,Merger Acquisition Support,merger acquisition support
68a89e5eb21812ca3cfb3713,Trade Documentation Inquiry,trade documentation inquiry
68a89e5eb21812ca3cfb3714,Credit Risk Evaluation,credit risk evaluation
68a89e5eb21812ca3cfb3715,Account Opening Process,account opening process
68a89e5eb21812ca3cfb3716,Data Protection Discussion,datum protection discussion
68a89e5eb21812ca3cfb3717,Security Breach Report,security breach report
68a89e5eb21812ca3cfb3718,Liquidity Management Call,liquidity management
68a89e5eb21812ca3cfb3719,Compliance Training Call,compliance training
68a89e5eb21812ca3cfb371a,Card Activation Call,card activation
68a89e5eb21812ca3cfb371b,Advisory Service Request,advisory service request
68a89e5eb21812ca3cfb371c,Trade Documentation Inquiry,trade documentation inquiry
68a89e5eb21812ca3cfb371d,Treasury Service Consultation,treasury service consultation
68a89e5eb21812ca3cfb371e,Corporate Card Request,corporate card request
68a89e5eb21812ca3cfb371f,Technical Support Request,technical support request
68a89e5eb21812ca3cfb3720,Corporate Card Request,corporate card request
68a89e5eb21812ca3cfb3721,Payment Authorization Request,payment authorization request
68a89e5eb21812ca3cfb3722,Account Reconciliation Discussion,account reconciliation discussion
68a89e5eb21812ca3cfb3723,Relationship Manager Introduction,relationship manager introduction
68a89e5eb21812ca3cfb3724,Technical Support Request,technical support request
68a89e5eb21812ca3cfb3725,Governance Review Meeting,governance review meeting
68a89e5eb21812ca3cfb3726,Technical Support Request,technical support request
68a89e5eb21812ca3cfb3727,Security Breach Report,security breach report
68a89e5eb21812ca3cfb3728,File Format Guidance,file format guidance
68a89e5eb21812ca3cfb3729,Standing Order Setup,standing order setup
68a89e5eb21812ca3cfb372a,Corporate Card Request,corporate card request
68a89e5eb21812ca3cfb372b,AML Inquiry Discussion,aml inquiry discussion
68a89e5eb21812ca3cfb372c,Risk Management Discussion,risk management discussion
68a89e5eb21812ca3cfb372d,Due Diligence Assistance,diligence assistance
68a89e5eb21812ca3cfb372e,Investment Product Inquiry,investment product inquiry
68a89e5eb21812ca3cfb372f,Third Party Access,party access
68a89e5eb21812ca3cfb3730,Regulatory Compliance Question,regulatory compliance question
68a89e5eb21812ca3cfb3731,Business Expansion Discussion,business expansion discussion
68a89e5eb21812ca3cfb3732,Credit Line Request,credit line request
68a89e5eb21812ca3cfb3733,Market Information Request,market information request
68a89e5eb21812ca3cfb3734,Card Activation Call,card activation
68a89e5eb21812ca3cfb3735,Financial Planning Consultation,financial planning consultation
68a89e5eb21812ca3cfb3736,Payment Cancellation Request,payment cancellation request
68a89e5eb21812ca3cfb3737,Business Account Setup,business account setup
68a89e5eb21812ca3cfb3738,Fraud Prevention Discussion,fraud prevention discussion
68a89e5eb21812ca3cfb3739,Service Quality Complaint,service quality complaint
68a89e5eb21812ca3cfb373a,Profile Update Request,profile update request
68a89e5eb21812ca3cfb373b,Third Party Access,party access
68a89e5eb21812ca3cfb373c,Fraud Alert Call,fraud alert
68a89e5fb21812ca3cfb373d,Merger Acquisition Support,merger acquisition support
68a89e5fb21812ca3cfb373e,Market Risk Discussion,market risk discussion
68a89e5fb21812ca3cfb373f,Restructuring Consultation Call,restructure consultation
68a89e5fb21812ca3cfb3740,Portfolio Review Call,portfolio review
68a89e5fb21812ca3cfb3741,Payment Processing Inquiry,payment processing inquiry
68a89e5fb21812ca3cfb3742,Callback Scheduling Request,callback scheduling request
68a89e5fb21812ca3cfb3743,Restructuring Consultation Call,restructure consultation
68a89e5fb21812ca3cfb3744,Due Diligence Assistance,diligence assistance
68a89e5fb21812ca3cfb3745,Contract Discussion Call,contract discussion
68a89e5fb21812ca3cfb3746,Risk Management Discussion,risk management discussion
68a89e5fb21812ca3cfb3747,Digital Banking Help,digital banking help
68a89e5fb21812ca3cfb3748,Payment Delay Complaint,payment delay complaint
68a89e5fb21812ca3cfb3749,File Format Guidance,file format guidance
68a89e5fb21812ca3cfb374a,Credit Line Request,credit line request
68a89e5fb21812ca3cfb374b,Documentation Request Discussion,documentation request discussion
68a89e5fb21812ca3cfb374c,Cash Management Consultation,cash management consultation
68a89e5fb21812ca3cfb374d,Product Information Inquiry,product information inquiry
68a89e5fb21812ca3cfb374e,Payment Gateway Integration,payment gateway integration
68a89e5fb21812ca3cfb374f,Disaster Recovery Discussion,disaster recovery discussion
68a89e5fb21812ca3cfb3750,International Transfer Call,international transfer
68a89e5fb21812ca3cfb3751,Working Capital Discussion,work capital discussion
68a89e5fb21812ca3cfb3752,Fraud Alert Call,fraud alert
68a89e5fb21812ca3cfb3753,Signatory Change Request,signatory change request
68a89e5fb21812ca3cfb3754,Payment Processing Inquiry,payment processing inquiry
68a89e5fb21812ca3cfb3755,Payment Authorization Request,payment authorization request
68a89e5fb21812ca3cfb3756,Credit Line Request,credit line request
68a89e5fb21812ca3cfb3757,Product Information Inquiry,product information inquiry
68a89e5fb21812ca3cfb3758,Banking Hours Inquiry,banking hour inquiry
68a89e5fb21812ca3cfb3759,Training Session Scheduling,training session scheduling
68a89e5fb21812ca3cfb375a,Process Explanation Call,process explanation
68a89e5fb21812ca3cfb375b,AML Inquiry Discussion,aml inquiry discussion
68a89e5fb21812ca3cfb375c,Customer Retention Call,customer retention
68a89e5fb21812ca3cfb375d,Account Migration Notice,account migration notice
68a89e5fb21812ca3cfb375e,Account Update Call,account update
68a89e5fb21812ca3cfb375f,Third Party Access,party access
68a89e5fb21812ca3cfb3760,Technical Support Request,technical support request
68a89e5fb21812ca3cfb3761,KYC Verification Call,kyc verification
68a89e5fb21812ca3cfb3762,Service Feedback Call,service feedback
68a89e5fb21812ca3cfb3763,Suitability Assessment Call,suitability assessment
68a89e5fb21812ca3cfb3764,Cash Management Consultation,cash management consultation
68a89e5fb21812ca3cfb3765,Risk Management Discussion,risk management discussion
68a89e5fb21812ca3cfb3766,Regulatory Change Notice,regulatory change notice
68a89e5fb21812ca3cfb3767,Payment Processing Inquiry,payment processing inquiry
68a89e5fb21812ca3cfb3768,Technical Support Request,technical support request
68a89e5fb21812ca3cfb3769,Recovery Planning Assistance,recovery planning assistance
68a89e5fb21812ca3cfb376a,Regulatory Compliance Question,regulatory compliance question
68a89e5fb21812ca3cfb376b,Standing Order Setup,standing order setup
68a89e5fb21812ca3cfb376c,Direct Debit Setup,direct debit setup
68a89e5fb21812ca3cfb376d,Forex Trading Call,forex trading
68a89e5fb21812ca3cfb376e,Digital Banking Help,digital banking help
68a89e5fb21812ca3cfb376f,Fee Dispute Discussion,fee dispute discussion
68a89e5fb21812ca3cfb3770,Risk Disclosure Discussion,risk disclosure discussion
68a89e5fb21812ca3cfb3771,Interest Rate Inquiry,interest rate inquiry
68a89e5fb21812ca3cfb3772,Internal Control Discussion,internal control discussion
68a89e5fb21812ca3cfb3773,Suitability Assessment Call,suitability assessment
68a89e5fb21812ca3cfb3774,PSD2 Authorization Discussion,psd2 authorization discussion
68a89e5fb21812ca3cfb3775,Regulatory Reporting Assistance,regulatory reporting assistance
68a89e5fb21812ca3cfb3776,Documentation Request Discussion,documentation request discussion
68a89e5fb21812ca3cfb3777,Suitability Assessment Call,suitability assessment
68a89e5fb21812ca3cfb3778,Investment Product Inquiry,investment product inquiry
68a89e5fb21812ca3cfb3779,Credit Line Request,credit line request
68a89e5fb21812ca3cfb377a,System Access Help,system access help
68a89e5fb21812ca3cfb377b,Recovery Planning Assistance,recovery planning assistance
68a89e5fb21812ca3cfb377c,File Format Guidance,file format guidance
68a89e5fb21812ca3cfb377d,Platform Navigation Help,platform navigation help
68a89e5fb21812ca3cfb377e,Data Backup Discussion,datum backup discussion
68a89e5fb21812ca3cfb377f,MiFID II Consultation,mifid ii consultation
68a89e5fb21812ca3cfb3780,Digital Banking Help,digital banking help
68a89e5fb21812ca3cfb3781,Valuation Service Inquiry,valuation service inquiry
68a89e5fb21812ca3cfb3782,Investment Advisory Call,investment advisory
68a89e5fb21812ca3cfb3783,Enhanced Due Diligence,enhance diligence
68a89e5fb21812ca3cfb3784,Service Availability Question,service availability question
68a89e5fb21812ca3cfb3785,Market Information Request,market information request
68a89e5fb21812ca3cfb3786,File Format Guidance,file format guidance
68a89e5fb21812ca3cfb3787,Banking Hours Inquiry,banking hour inquiry
68a89e5fb21812ca3cfb3788,Advisory Service Request,advisory service request
68a89e5fb21812ca3cfb3789,Standing Order Setup,standing order setup
68a89e5fb21812ca3cfb378a,Regulatory Reporting Assistance,regulatory reporting assistance
68a89e5fb21812ca3cfb378b,Direct Debit Setup,direct debit setup
68a89e5fb21812ca3cfb378c,Payroll Service Discussion,payroll service discussion
68a89e5fb21812ca3cfb378d,Data Backup Discussion,datum backup discussion
68a89e5fb21812ca3cfb378e,International Transfer Call,international transfer
68a89e5fb21812ca3cfb378f,Payment Authorization Request,payment authorization request
68a89e5fb21812ca3cfb3790,Credit Assessment Discussion,credit assessment discussion
68a89e5fb21812ca3cfb3791,File Format Guidance,file format guidance
68a89e5fb21812ca3cfb3792,Profile Update Request,profile update request
68a89e5fb21812ca3cfb3793,Risk Management Discussion,risk management discussion
68a89e5fb21812ca3cfb3794,Investment Advisory Call,investment advisory
68a89e5fb21812ca3cfb3795,Callback Scheduling Request,callback scheduling request
68a89e5fb21812ca3cfb3796,Account Security Review,account security review
68a89e5fb21812ca3cfb3797,ERP System Connection,erp system connection
68a89e5fb21812ca3cfb3798,Audit Preparation Call,audit preparation
68a89e5fb21812ca3cfb3799,Cross Selling Conversation,cross sell conversation
68a89e5fb21812ca3cfb379a,Balance Inquiry Call,balance inquiry
68a89e5fb21812ca3cfb379b,Platform Navigation Help,platform navigation help
68a89e5fb21812ca3cfb379c,Suitability Assessment Call,suitability assessment
