keyphrase,cluster_id,document_id
debit card decline,9,688da4ad56cd4d67b0bfa087
unauthorized charge dispute,4,688da4ad56cd4d67b0bfa088
charge dispute inquiry,8,688da4ad56cd4d67b0bfa089
card decline issue,10,688da4ae56cd4d67b0bfa08a
deposit posting delay,12,688da4ae56cd4d67b0bfa08b
subscription dispute,7,688da4ae56cd4d67b0bfa08c
unauthorized charge dispute,4,688da4ae56cd4d67b0bfa08d
deposit delay issue,12,688da4ae56cd4d67b0bfa08e
fraudulent charge dispute,1,688da4ae56cd4d67b0bfa08f
unauthorized charge dispute,4,688da4ae56cd4d67b0bfa090
unauthorized charge dispute,4,688da4ae56cd4d67b0bfa091
unauthorized charge inquiry,4,688da4ae56cd4d67b0bfa092
direct debit failure,3,688da4ae56cd4d67b0bfa093
direct debit rejection,3,688da4ae56cd4d67b0bfa094
unauthorized charge dispute,4,688da4ae56cd4d67b0bfa095
deposit delay issue,12,688da4ae56cd4d67b0bfa096
subscription charge inquiry,7,688da4ae56cd4d67b0bfa097
unauthorized charge dispute,4,688da4ae56cd4d67b0bfa098
fail direct debit,2,688da4ae56cd4d67b0bfa099
card decline issue,10,688da4ae56cd4d67b0bfa09a
